Age,Gender,Height,Weight,BMI,BMI Category
22.0,Female,1.58,58.0,23.233456176894723,Normal
18.0,Female,1.56,51.0,20.956607495069033,Normal
22.0,Female,1.5,49.0,21.77777777777778,Normal
19.0,Female,1.61,62.0,23.9188302920412,Normal
17.0,Female,1.75,57.0,18.612244897959183,Normal
15.0,Female,1.65,86.0,31.58861340679523,Obese
17.0,Female,1.7,85.0,29.411764705882355,Overweight
23.0,Male,1.62,53.0,20.195092211553114,Normal
19.0,Female,1.63,76.0,28.604764951635367,Overweight
23.0,Female,1.67,75.0,26.89232313815483,Overweight
23.0,Male,1.87,95.0,27.166919271354622,Overweight
21.0,Male,1.75,50.0,16.3265306122449,Underweight
24.0,Male,1.66,67.0,24.31412396574249,Normal
23.0,Male,1.76,90.0,29.054752066115704,Overweight
18.0,Male,1.75,80.0,26.122448979591837,Overweight
19.0,Male,1.67,68.0,24.38237297859371,Normal
19.0,Female,1.65,61.0,22.4058769513315,Normal
20.0,Male,1.72,70.0,23.661438615467823,Normal
27.0,Male,1.7,78.0,26.989619377162633,Overweight
20.0,Female,1.58,53.0,21.230572023714146,Normal
23.0,Male,1.62,58.0,22.10028959000152,Normal
19.0,Female,1.65,56.0,20.569329660238754,Normal
61.0,Female,1.65,66.0,24.242424242424246,Normal
30.0,Male,1.77,109.0,34.79204570844904,Obese
24.0,Male,1.7,75.0,25.95155709342561,Overweight
25.0,Male,1.79,72.0,22.47120876377142,Normal
44.0,Male,1.6,80.0,31.249999999999993,Obese
31.0,Male,1.76,75.0,24.212293388429753,Normal
25.0,Male,1.7,68.0,23.529411764705884,Normal
23.0,Male,1.89,65.0,18.19657904313989,Underweight
25.0,Male,1.87,66.0,18.873859704309528,Normal
23.0,Male,1.74,93.5,30.88254723213106,Obese
34.0,Female,1.68,75.0,26.573129251700685,Overweight
22.0,Male,1.61,67.0,25.847768218818715,Overweight
21.0,Male,1.62,70.0,26.672763298277697,Overweight
24.0,Female,1.56,51.0,20.956607495069033,Normal
36.0,Female,1.63,80.0,30.11027889645828,Obese
27.0,Female,1.6,61.0,23.828124999999996,Normal
32.0,Female,1.67,90.0,32.2707877657858,Obese
25.0,Male,1.78,78.0,24.61810377477591,Normal
30.0,Female,1.62,59.0,22.481329065691202,Normal
38.0,Female,1.5,60.0,26.666666666666668,Overweight
34.0,Male,1.69,84.0,29.410734918245165,Overweight
22.0,Male,1.74,94.0,31.04769454353283,Obese
31.0,Female,1.68,63.0,22.321428571428577,Normal
35.0,Female,1.53,45.0,19.223375624759708,Normal
21.0,Male,1.67,60.0,21.513858510523864,Normal
40.0,Female,1.55,62.0,25.806451612903224,Overweight
27.0,Male,1.64,78.0,29.000594883997625,Overweight
20.0,Male,1.83,72.0,21.49959688255845,Normal
55.0,Male,1.65,80.0,29.384756657483933,Overweight
21.0,Female,1.63,60.0,22.582709172343712,Normal
25.0,Male,1.89,75.0,20.99605274208449,Normal
35.0,Male,1.77,85.0,27.13141179099237,Overweight
30.0,Male,1.92,130.0,35.26475694444444,Obese
29.0,Female,1.74,72.0,23.781212841854934,Normal
20.0,Male,1.65,80.0,29.384756657483933,Overweight
22.0,Female,1.73,79.0,26.395803401383272,Overweight
45.0,Female,1.63,77.0,28.981143437841094,Overweight
22.0,Male,1.72,82.0,27.717685235262305,Overweight
18.0,Male,1.6,58.0,22.656249999999996,Normal
23.0,Female,1.65,59.0,21.6712580348944,Normal
18.0,Male,1.74,64.0,21.13885585942661,Normal
21.0,Male,1.62,70.0,26.672763298277697,Overweight
38.0,Female,1.64,59.8,22.233789411064844,Normal
18.0,Female,1.57,48.0,19.473406629072173,Normal
22.0,Male,1.84,84.0,24.8109640831758,Normal
26.0,Male,1.91,84.0,23.025684602944,Normal
21.0,Male,1.62,70.0,26.672763298277697,Overweight
18.0,Female,1.58,48.0,19.227687870533565,Normal
23.0,Female,1.68,67.0,23.738662131519277,Normal
22.0,Female,1.68,52.0,18.42403628117914,Underweight
23.0,Female,1.48,60.0,27.39225712198685,Overweight
21.0,Male,1.62,70.0,26.672763298277697,Overweight
31.0,Female,1.62,68.0,25.910684346898332,Overweight
39.0,Male,1.78,96.0,30.299204645878046,Obese
25.0,Male,1.78,98.0,30.930438076000502,Obese
35.0,Male,1.78,105.0,33.13975508142911,Obese
33.0,Female,1.63,62.0,23.335466144755166,Normal
20.0,Male,1.6,56.0,21.874999999999996,Normal
26.0,Male,1.75,80.0,26.122448979591837,Overweight
20.0,Male,1.83,85.0,25.381468541909282,Overweight
20.0,Male,1.78,68.0,21.461936624163616,Normal
23.0,Female,1.6,83.0,32.42187499999999,Obese
19.0,Male,1.8,85.0,26.234567901234566,Overweight
22.0,Male,1.75,74.0,24.163265306122447,Normal
41.0,Male,1.75,118.0,38.53061224489796,Obese
18.0,Female,1.59,40.0,15.822158933586486,Underweight
23.0,Female,1.66,60.0,21.773842357381334,Normal
23.0,Female,1.63,83.0,31.239414355075468,Obese
41.0,Female,1.54,80.0,33.732501264968796,Obese
26.0,Female,1.56,102.0,41.913214990138066,Obese
29.0,Male,1.69,90.0,31.51150169811982,Obese
27.0,Male,1.83,71.0,21.20099137030069,Normal
23.0,Female,1.6,78.0,30.468749999999993,Obese
19.0,Male,1.75,100.0,32.6530612244898,Obese
30.0,Male,1.75,73.0,23.836734693877553,Normal
22.0,Female,1.69,65.0,22.758306781975424,Normal
22.0,Female,1.69,65.0,22.758306781975424,Normal
20.0,Male,1.8,114.0,35.18518518518518,Obese
21.0,Female,1.63,51.0,19.195302796492154,Normal
24.0,Female,1.5,63.0,28.0,Overweight
21.0,Male,1.8,62.0,19.1358024691358,Normal
21.0,Male,1.65,53.0,19.467401285583104,Normal
21.0,Male,1.68,70.0,24.801587301587304,Normal
23.0,Female,1.6,63.0,24.609374999999996,Normal
21.0,Male,1.71,75.0,25.64891761567662,Overweight
21.0,Female,1.5,42.3,18.799999999999997,Normal
21.0,Female,1.6,68.0,26.562499999999996,Overweight
21.0,Female,1.75,78.0,25.46938775510204,Overweight
23.0,Male,1.72,82.0,27.717685235262305,Overweight
21.0,Female,1.72,66.5,22.478366684694432,Normal
22.0,Female,1.61,63.0,24.3046178773967,Normal
23.0,Female,1.63,82.0,30.863035868869737,Obese
25.0,Male,1.83,121.0,36.1312669831885,Obese
20.0,Female,1.6,50.0,19.531249999999996,Normal
24.0,Female,1.62,58.0,22.10028959000152,Normal
40.0,Female,1.68,80.0,28.344671201814062,Overweight
32.0,Male,1.75,120.0,39.183673469387756,Obese
20.0,Male,1.9,91.0,25.207756232686982,Overweight
21.0,Female,1.63,66.0,24.840980089578082,Normal
51.0,Female,1.59,50.0,19.77769866698311,Normal
34.0,Female,1.68,77.0,27.281746031746035,Overweight
19.0,Female,1.59,49.0,19.382144693643447,Normal
19.0,Female,1.69,70.0,24.508945765204302,Normal
21.0,Female,1.66,59.0,21.410944984758313,Normal
19.0,Female,1.64,53.0,19.705532421177875,Normal
20.0,Female,1.62,53.0,20.195092211553114,Normal
19.0,Female,1.7,64.0,22.145328719723185,Normal
17.0,Female,1.63,65.0,24.46460160337235,Normal
22.0,Male,1.6,66.0,25.781249999999996,Overweight
20.0,Female,1.63,64.0,24.088223117166624,Normal
33.0,Male,1.85,99.0,28.926223520818112,Overweight
21.0,Female,1.54,49.0,20.66115702479339,Normal
20.0,Female,1.64,49.0,18.218322427126715,Underweight
20.0,Female,1.57,60.0,24.341758286340216,Normal
20.0,Female,1.62,52.0,19.81405273586343,Normal
21.0,Male,1.72,72.0,24.337479718766904,Normal
21.0,Male,1.76,78.0,25.180785123966942,Overweight
20.0,Female,1.65,75.0,27.548209366391188,Overweight
20.0,Male,1.67,78.0,27.968016063681024,Overweight
56.0,Male,1.79,90.0,28.089010954714272,Overweight
26.0,Female,1.59,47.0,18.59103674696412,Normal
22.0,Female,1.64,56.0,20.820939916716245,Normal
19.0,Male,1.78,81.0,25.5649539199596,Overweight
18.0,Male,1.75,85.0,27.755102040816325,Overweight
19.0,Male,1.85,115.0,33.60116873630387,Obese
18.0,Male,1.7,80.0,27.68166089965398,Overweight
18.0,Female,1.67,91.0,32.62935207429452,Obese
21.0,Male,1.72,75.0,25.351541373715524,Overweight
28.0,Female,1.7,73.0,25.25951557093426,Overweight
18.0,Male,1.74,70.0,23.120623596247853,Normal
23.0,Male,1.74,53.0,17.50561500858766,Underweight
18.0,Male,1.87,67.0,19.159827275586945,Normal
18.0,Male,1.7,50.0,17.301038062283737,Underweight
39.0,Female,1.65,50.0,18.36547291092746,Underweight
38.0,Male,1.7,78.0,26.989619377162633,Overweight
17.0,Male,1.67,60.0,21.513858510523864,Normal
23.0,Male,1.72,66.0,22.30935640886966,Normal
23.0,Male,1.82,107.0,32.30286197319164,Obese
19.0,Female,1.5,50.0,22.22222222222222,Normal
18.0,Male,1.7,60.0,20.761245674740486,Normal
25.0,Male,1.71,71.0,24.280975342840534,Normal
25.0,Female,1.61,61.0,23.533042706685695,Normal
18.0,Female,1.5,50.0,22.22222222222222,Normal
16.0,Male,1.67,50.0,17.92821542543655,Underweight
21.0,Male,1.82,67.0,20.227025721531216,Normal
32.0,Female,1.57,57.0,23.124670372023203,Normal
18.0,Male,1.79,52.0,16.22920632939047,Underweight
21.0,Male,1.75,62.0,20.244897959183675,Normal
18.0,Male,1.7,55.0,19.031141868512112,Normal
18.0,Female,1.62,55.0,20.957171162932475,Normal
17.0,Male,1.69,60.0,21.007667798746546,Normal
20.0,Male,1.77,70.0,22.34351559258195,Normal
21.0,Male,1.79,105.0,32.770512780499985,Obese
21.0,Female,1.6,61.0,23.828124999999996,Normal
18.0,Female,1.6,58.0,22.656249999999996,Normal
17.0,Female,1.56,51.0,20.956607495069033,Normal
19.0,Male,1.88,79.0,22.351742870076958,Normal
16.0,Male,1.82,71.0,21.434609346697258,Normal
17.0,Male,1.8,58.0,17.901234567901234,Underweight
21.0,Male,1.7,65.0,22.49134948096886,Normal
19.0,Male,1.82,75.0,22.6421929718633,Normal
18.0,Male,1.86,110.0,31.795583304428252,Obese
16.0,Female,1.66,58.0,21.04804761213529,Normal
21.0,Female,1.53,53.0,22.64086462471699,Normal
26.0,Male,1.74,80.0,26.42356982428326,Overweight
18.0,Male,1.8,80.0,24.691358024691358,Normal
23.0,Male,1.7,75.0,25.95155709342561,Overweight
26.0,Male,1.7,70.0,24.221453287197235,Normal
18.0,Male,1.72,55.0,18.591130340724717,Normal
16.0,Male,1.84,45.0,13.291587901701323,Underweight
16.0,Female,1.57,49.0,19.879102600511175,Normal
20.0,Male,1.8,85.0,26.234567901234566,Overweight
23.0,Male,1.75,120.0,39.183673469387756,Obese
24.0,Female,1.56,60.0,24.654832347140037,Normal
23.0,Female,1.59,48.0,18.986590720303784,Normal
20.0,Male,1.8,75.0,23.148148148148145,Normal
16.0,Female,1.66,58.0,21.04804761213529,Normal
17.0,Male,1.79,57.0,17.789706937985706,Underweight
17.0,Male,1.72,62.0,20.9572742022715,Normal
16.0,Female,1.6,57.0,22.265624999999996,Normal
17.0,Male,1.66,56.0,20.322252866889244,Normal
26.0,Female,1.65,63.0,23.140495867768596,Normal
26.0,Male,1.7,72.0,24.913494809688583,Overweight
38.0,Male,1.75,75.0,24.489795918367346,Normal
18.0,Male,1.75,70.0,22.857142857142858,Normal
25.0,Female,1.56,45.0,18.49112426035503,Underweight
27.0,Female,1.55,63.0,26.22268470343392,Overweight
21.0,Male,1.67,67.0,24.023808670084982,Normal
38.0,Male,1.75,75.0,24.489795918367346,Normal
23.0,Female,1.75,56.0,18.285714285714285,Underweight
18.0,Male,1.8,72.0,22.22222222222222,Normal
30.0,Female,1.65,71.0,26.07897153351699,Overweight
21.0,Female,1.55,58.0,24.141519250780433,Normal
18.0,Male,1.7,55.3,19.134948096885815,Normal
23.0,Male,1.72,76.0,25.689561925365066,Overweight
19.0,Male,1.74,74.0,24.441802087462015,Normal
19.0,Female,1.65,82.0,30.119375573921033,Obese
17.0,Female,1.8,50.0,15.432098765432098,Underweight
17.0,Male,1.74,56.0,18.49649887699828,Underweight
27.0,Male,1.85,75.0,21.913805697589478,Normal
23.0,Female,1.7,56.0,19.377162629757787,Normal
18.0,Female,1.45,53.0,25.20808561236623,Overweight
19.0,Male,1.7,50.0,17.301038062283737,Underweight
20.0,Male,1.7,65.0,22.49134948096886,Normal
18.0,Male,1.78,64.4,20.32571644994319,Normal
17.0,Female,1.6,65.0,25.390624999999996,Overweight
19.0,Female,1.53,42.0,17.941817249775728,Underweight
21.0,Male,1.8,72.0,22.22222222222222,Normal
20.0,Male,1.6,50.0,19.531249999999996,Normal
23.0,Male,1.74,105.0,34.68093539437178,Obese
23.0,Male,1.65,66.0,24.242424242424246,Normal
18.0,Male,1.87,173.0,49.47238983099316,Obese
17.0,Male,1.7,55.0,19.031141868512112,Normal
21.0,Female,1.54,47.0,19.81784449316917,Normal
17.0,Male,1.8,97.0,29.93827160493827,Obese
18.0,Male,1.82,80.0,24.151672503320853,Normal
20.0,Male,1.98,125.0,31.88450158147128,Obese
17.0,Male,1.75,70.0,22.857142857142858,Normal
26.0,Female,1.65,60.0,22.03856749311295,Normal
17.0,Female,1.6,53.0,20.703124999999996,Normal
24.0,Female,1.6,51.0,19.921874999999996,Normal
17.0,Female,1.6,59.0,23.046874999999996,Normal
27.0,Female,1.55,62.0,25.806451612903224,Overweight
17.0,Male,1.9,60.0,16.62049861495845,Underweight
17.0,Female,1.7,56.0,19.377162629757787,Normal
41.0,Male,1.75,110.0,35.91836734693877,Obese
33.0,Female,1.56,48.0,19.72386587771203,Normal
20.0,Male,1.87,75.0,21.447567845806283,Normal
40.0,Female,1.56,80.0,32.87310979618672,Obese
37.0,Female,1.65,73.0,26.813590449954088,Overweight
19.0,Male,1.8,80.0,24.691358024691358,Normal
24.0,Male,1.84,86.0,25.401701323251416,Overweight
24.0,Male,1.7,68.0,23.529411764705884,Normal
33.0,Male,1.72,83.0,28.055705786911847,Overweight
40.0,Female,1.58,63.0,25.236340330075304,Overweight
37.0,Female,1.68,83.0,29.40759637188209,Overweight
20.0,Male,1.58,74.0,29.642685467072578,Overweight
19.0,Male,1.8,60.0,18.51851851851852,Normal
17.0,Male,1.62,69.0,26.291723822588015,Overweight
18.0,Female,1.62,58.0,22.10028959000152,Normal
21.0,Female,1.54,56.0,23.61275088547816,Normal
18.0,Male,1.76,70.0,22.59814049586777,Normal
41.0,Male,1.8,92.0,28.39506172839506,Overweight
36.0,Female,1.58,60.0,24.034609838166958,Normal
18.0,Male,1.76,68.0,21.952479338842977,Normal
18.0,Male,1.73,70.0,23.38868655818771,Normal
17.0,Male,1.7,70.0,24.221453287197235,Normal
25.0,Male,1.7,83.0,28.719723183391007,Overweight
21.0,Male,1.8,75.0,23.148148148148145,Normal
29.0,Female,1.6,56.0,21.874999999999996,Normal
17.0,Male,1.7,98.0,33.91003460207613,Obese
18.0,Female,1.6,60.0,23.437499999999996,Normal
16.0,Female,1.55,45.0,18.730489073881373,Normal
18.0,Female,1.59,53.0,20.964360587002094,Normal
37.0,Female,1.5,75.0,33.333333333333336,Obese
18.0,Male,1.78,108.0,34.086605226612804,Obese
16.0,Female,1.61,65.0,25.076193048107708,Overweight
23.0,Male,1.71,50.0,17.09927841045108,Underweight
18.0,Female,1.7,50.0,17.301038062283737,Underweight
18.0,Male,1.76,69.5,22.43672520661157,Normal
18.0,Male,1.7,78.0,26.989619377162633,Overweight
17.0,Female,1.53,55.0,23.49523687470631,Normal
20.0,Female,1.54,39.0,16.444594366672288,Underweight
38.0,Female,1.55,59.0,24.55775234131113,Normal
20.0,Male,1.66,60.0,21.773842357381334,Normal
21.0,Male,1.85,125.0,36.523009495982464,Obese
21.0,Male,1.65,60.0,22.03856749311295,Normal
18.0,Male,1.65,70.0,25.71166207529844,Overweight
26.0,Male,1.83,82.0,24.48565200513601,Normal
27.0,Male,1.83,99.0,29.56194571351787,Overweight
26.0,Female,1.66,112.0,40.64450573377849,Obese
34.0,Male,1.78,73.0,23.04002019946976,Normal
18.0,Male,1.74,86.0,28.405337561104506,Overweight
33.0,Male,1.76,66.5,21.46823347107438,Normal
19.0,Female,1.51,59.0,25.876058067628612,Overweight
20.0,Male,1.81,79.0,24.114038033027075,Normal
33.0,Female,1.55,55.0,22.892819979188342,Normal
20.0,Male,1.83,66.0,19.70796380901191,Normal
20.0,Female,1.6,65.0,25.390624999999996,Overweight
33.0,Male,1.85,85.0,24.835646457268076,Normal
33.0,Male,1.75,85.0,27.755102040816325,Overweight
33.0,Male,1.83,113.0,33.74242288512645,Obese
14.0,Male,1.71,72.0,24.622960911049557,Normal
34.0,Male,1.84,88.0,25.99243856332703,Overweight
18.0,Male,1.77,87.0,27.769797950780426,Overweight
18.0,Male,1.7,90.0,31.14186851211073,Obese
29.0,Male,1.62,89.0,33.91251333638164,Obese
18.0,Male,1.85,60.0,17.531044558071585,Underweight
18.0,Male,1.84,60.0,17.72211720226843,Underweight
19.0,Male,1.75,58.0,18.93877551020408,Normal
33.0,Male,1.85,93.0,27.173119065010955,Overweight
33.0,Male,1.74,76.0,25.102391333069097,Overweight
19.0,Female,1.61,53.8,20.755372092126073,Normal
22.0,Male,1.75,70.0,22.857142857142858,Normal
20.0,Female,1.67,60.0,21.513858510523864,Normal
23.0,Male,1.7,69.0,23.87543252595156,Normal
26.0,Male,1.9,80.0,22.1606648199446,Normal
18.0,Male,1.65,85.0,31.22130394857668,Obese
18.0,Female,1.6,55.0,21.484374999999996,Normal
19.0,Male,1.8,70.0,21.604938271604937,Normal
18.0,Female,1.64,59.0,21.936347412254616,Normal
19.0,Male,1.89,87.0,24.355421180818006,Normal
19.0,Female,1.76,80.0,25.826446280991735,Overweight
18.0,Female,1.56,55.0,22.600262984878366,Normal
18.0,Female,1.6,56.0,21.874999999999996,Normal
19.0,Female,1.67,64.0,22.948115744558788,Normal
19.0,Female,1.6,60.0,23.437499999999996,Normal
18.0,Female,1.55,56.0,23.309053069719038,Normal
18.0,Female,1.55,50.0,20.811654526534856,Normal
26.0,Male,1.72,65.0,21.971335857220122,Normal
18.0,Male,1.72,53.0,17.915089237425637,Underweight
19.0,Male,1.7,60.0,20.761245674740486,Normal
19.0,Female,1.51,45.0,19.735976492259113,Normal
19.0,Male,1.83,82.0,24.48565200513601,Normal
19.0,Male,1.8,87.0,26.85185185185185,Overweight
24.0,Female,1.6,100.5,39.25781249999999,Obese
18.0,Female,1.63,63.0,23.711844630960897,Normal
19.0,Male,1.71,71.0,24.280975342840534,Normal
19.0,Male,1.7,65.0,22.49134948096886,Normal
23.0,Male,1.75,69.0,22.53061224489796,Normal
18.0,Female,1.62,50.0,19.05197378448407,Normal
20.0,Female,1.68,68.0,24.092970521541954,Normal
18.0,Male,1.85,66.0,19.284149013878743,Normal
33.0,Female,1.59,60.0,23.73323840037973,Normal
19.0,Female,1.5,45.0,20.0,Normal
19.0,Male,1.69,60.0,21.007667798746546,Normal
19.0,Male,1.76,79.0,25.50361570247934,Overweight
18.0,Female,1.62,55.0,20.957171162932475,Normal
21.0,Male,1.71,100.0,34.19855682090216,Obese
27.0,Male,1.72,88.0,29.745808545159548,Overweight
17.0,Male,1.8,68.0,20.98765432098765,Normal
18.0,Male,1.93,86.0,23.087868130688072,Normal
18.0,Female,1.6,51.0,19.921874999999996,Normal
22.0,Male,1.74,75.0,24.772096710265558,Normal
22.0,Male,1.74,75.0,24.772096710265558,Normal
20.0,Female,1.62,45.0,17.146776406035663,Underweight
19.0,Female,1.54,42.0,17.70956316410862,Underweight
20.0,Female,1.56,51.5,21.1620644312952,Normal
18.0,Female,1.6,83.0,32.42187499999999,Obese
18.0,Female,1.54,71.0,29.93759487265981,Obese
18.0,Female,1.63,51.0,19.195302796492154,Normal
19.0,Male,1.78,64.0,20.199469763918696,Normal
18.0,Female,1.62,68.0,25.910684346898332,Overweight
18.0,Female,1.71,75.0,25.64891761567662,Overweight
18.0,Female,1.64,56.0,20.820939916716245,Normal
19.0,Male,1.69,65.0,22.758306781975424,Normal
17.0,Female,1.58,50.0,20.028841531805796,Normal
18.0,Female,1.57,50.0,20.28479857195018,Normal
18.0,Male,1.74,64.0,21.13885585942661,Normal
20.0,Female,1.58,53.5,21.4308604390322,Normal
18.0,Female,1.5,58.0,25.77777777777778,Overweight
36.0,Female,1.65,80.0,29.384756657483933,Overweight
21.0,Male,1.8,73.0,22.530864197530864,Normal
23.0,Male,1.75,75.0,24.489795918367346,Normal
20.0,Male,1.84,104.0,30.718336483931946,Obese
21.0,Male,1.88,84.0,23.766410140334994,Normal
19.0,Female,1.56,50.0,20.5456936226167,Normal
24.0,Male,1.75,84.0,27.428571428571427,Overweight
25.0,Male,1.66,68.0,24.677021338365513,Normal
45.0,Male,1.7,86.0,29.75778546712803,Overweight
20.0,Male,1.8,65.0,20.061728395061728,Normal
18.0,Female,1.67,66.0,23.66524436157625,Normal
19.0,Male,1.8,60.0,18.51851851851852,Normal
18.0,Male,1.72,53.0,17.915089237425637,Underweight
20.0,Male,1.56,45.0,18.49112426035503,Underweight
25.196214,Female,1.686306,104.572712,36.77440042603727,Obese
18.503343,Female,1.683124,126.67378,44.71513073213511,Obese
26.0,Female,1.622397,110.79263,42.091713201900674,Obese
21.853826,Female,1.755643,137.796884,44.70611989614442,Obese
21.90012,Female,1.843419,165.057269,48.57206150220591,Obese
18.306615,Female,1.7456,133.03441,43.65907412304322,Obese
26.0,Female,1.630927,111.485516,41.913063294573284,Obese
26.0,Female,1.629191,104.826776,39.493736521200134,Obese
21.849705,Female,1.770612,133.963349,42.73061954191888,Obese
19.799054,Male,1.743702,54.927529,18.065314669089037,Underweight
17.188754,Male,1.771915,55.695036,17.739064781129436,Underweight
22.285024,Male,1.75376,55.879263,18.168135016931124,Underweight
